stusps,countyname,fips,fmr_1
WA,Kittitas County,53037,1049
WA,Klickitat County,53039,939
WA,Lewis County,53041,964
WA,Lincoln County,53043,821
WA,Mason County,53045,1040
WA,Okanogan County,53047,828
WA,Pacific County,53049,846
WA,Pend Oreille County,53051,788
WA,Pierce County,53053,1603
WA,San Juan County,53055,1266
WA,Skagit County,53057,1279
WA,Skamania County,53059,1776
WA,Snohomish County,53061,2269
WA,Spokane County,53063,1012
WA,Stevens County,53065,756
WA,Thurston County,53067,1554
WA,Wahkiakum County,53069,912
WA,Walla Walla County,53071,1107
WA,Whatcom County,53073,1306
WA,Whitman County,53075,891
WA,Yakima County,53077,997
WV,Barbour County,54001,755
WV,Berkeley County,54003,916
WV,Boone County,54005,755
WV,Braxton County,54007,645
WV,Brooke County,54009,678
WV,Cabell County,54011,815
WV,Calhoun County,54013,685
WV,Clay County,54015,816
WV,Doddridge County,54017,688
WV,Fayette County,54019,683
WV,Gilmer County,54021,651
WV,Grant County,54023,645
WV,Greenbrier County,54025,687
WV,Hampshire County,54027,1104
WV,Hancock County,54029,678
WV,Hardy County,54031,685
WV,Harrison County,54033,836
WV,Jackson County,54035,707
WV,Jefferson County,54037,836
WV,Kanawha County,54039,816
WV,Lewis County,54041,755
WV,Lincoln County,54043,646
WV,Logan County,54045,755
WV,McDowell County,54047,673
WV,Marion County,54049,812
WV,Marshall County,54051,714
WV,Mason County,54053,733
WV,Mercer County,54055,690
WV,Mineral County,54057,736
WV,Mingo County,54059,645
WV,Monongalia County,54061,862
WV,Monroe County,54063,738
WV,Morgan County,54065,814
WV,Nicholas County,54067,690
WV,Ohio County,54069,714
WV,Pendleton County,54071,685
WV,Pleasants County,54073,645
WV,Pocahontas County,54075,685
WV,Preston County,54077,862
WV,Putnam County,54079,826
WV,Raleigh County,54081,711
WV,Randolph County,54083,645
WV,Ritchie County,54085,704
WV,Roane County,54087,755
WV,Summers County,54089,645
WV,Taylor County,54091,712
WV,Tucker County,54093,755
WV,Tyler County,54095,762
WV,Upshur County,54097,708
WV,Wayne County,54099,815
WV,Webster County,54101,645
WV,Wetzel County,54103,703
WV,Wirt County,54105,792
WV,Wood County,54107,792
WV,Wyoming County,54109,705
WI,Adams County,55001,689
WI,Ashland County,55003,715
WI,Barron County,55005,718
WI,Bayfield County,55007,738
WI,Brown County,55009,841
WI,Buffalo County,55011,720
WI,Burnett County,55013,724
WI,Calumet County,55015,772
WI,Chippewa County,55017,833
WI,Clark County,55019,689
WI,Columbia County,55021,779
WI,Crawford County,55023,776
WI,Dane County,55025,1182
WI,Dodge County,55027,768
WI,Door County,55029,779
WI,Douglas County,55031,868
WI,Dunn County,55033,734
WI,Eau Claire County,55035,833
WI,Florence County,55037,809
WI,Fond du Lac County,55039,796
WI,Forest County,55041,689
WI,Grant County,55043,701
WI,Green County,55045,725
WI,Green Lake County,55047,689
WI,Iowa County,55049,751
WI,Iron County,55051,703
WI,Jackson County,55053,806
WI,Jefferson County,55055,812
WI,Juneau County,55057,721
WI,Kenosha County,55059,1071
WI,Kewaunee County,55061,841
WI,La Crosse County,55063,866
WI,Lafayette County,55065,751
WI,Langlade County,55067,689
WI,Lincoln County,55069,705
WI,Manitowoc County,55071,689
WI,Marathon County,55073,776
WI,Marinette County,55075,705
WI,Marquette County,55077,689
WI,Menominee County,55078,716
WI,Milwaukee County,55079,979
WI,Monroe County,55081,811
WI,Oconto County,55083,737
WI,Oneida County,55085,807
WI,Outagamie County,55087,772
WI,Ozaukee County,55089,979
WI,Pepin County,55091,689
WI,Pierce County,55093,1327
WI,Polk County,55095,776
WI,Portage County,55097,762
WI,Price County,55099,689
WI,Racine County,55101,842
WI,Richland County,55103,779
WI,Rock County,55105,841
WI,Rusk County,55107,691
WI,St. Croix County,55109,1327
WI,Sauk County,55111,877
WI,Sawyer County,55113,716
WI,Shawano County,55115,728
WI,Sheboygan County,55117,781
WI,Taylor County,55119,700
WI,Trempealeau County,55121,699
WI,Vernon County,55123,703
WI,Vilas County,55125,712
WI,Walworth County,55127,843
WI,Washburn County,55129,699
WI,Washington County,55131,979
WI,Waukesha County,55133,979
WI,Waupaca County,55135,745
WI,Waushara County,55137,689
WI,Winnebago County,55139,779
WI,Wood County,55141,696
WY,Albany County,56001,841
WY,Big Horn County,56003,747
WY,Campbell County,56005,934
WY,Carbon County,56007,808
WY,Converse County,56009,776
WY,Crook County,56011,817
WY,Fremont County,56013,779
WY,Goshen County,56015,711
WY,Hot Springs County,56017,689
WY,Johnson County,56019,856
WY,Laramie County,56021,917
WY,Lincoln County,56023,689
WY,Natrona County,56025,893
WY,Niobrara County,56027,705
WY,Park County,56029,772
WY,Platte County,56031,772
WY,Sheridan County,56033,876
WY,Sublette County,56035,808
WY,Sweetwater County,56037,907
WY,Teton County,56039,1326
WY,Uinta County,56041,689
WY,Washakie County,56043,689
WY,Weston County,56045,806
AS,American Samoa,60999,744
GU,Guam,66010,1326
MP,Northern Mariana Islands,69999,732
PR,Adjuntas Municipio,72001,467
PR,Aguada Municipio,72003,453
PR,Aguadilla Municipio,72005,453
PR,Aguas Buenas Municipio,72007,583
PR,Aibonito Municipio,72009,458
PR,Añasco Municipio,72011,453
PR,Arecibo Municipio,72013,464
PR,Arroyo Municipio,72015,406
PR,Barceloneta Municipio,72017,583
PR,Barranquitas Municipio,72019,458
PR,Bayamón Municipio,72021,583
PR,Cabo Rojo Municipio,72023,425
PR,Caguas Municipio,72025,511
PR,Camuy Municipio,72027,464
PR,Canóvanas Municipio,72029,583
PR,Carolina Municipio,72031,583
PR,Cataño Municipio,72033,583
PR,Cayey Municipio,72035,511
PR,Ceiba Municipio,72037,549
PR,Ciales Municipio,72039,458
PR,Cidra Municipio,72041,511
PR,Coamo Municipio,72043,421
PR,Comerío Municipio,72045,583
PR,Corozal Municipio,72047,583
PR,Culebra Municipio,72049,421
PR,Dorado Municipio,72051,583
PR,Fajardo Municipio,72053,549
PR,Florida Municipio,72054,583
PR,Guánica Municipio,72055,421
PR,Guayama Municipio,72057,406
PR,Guayanilla Municipio,72059,421
PR,Guaynabo Municipio,72061,583
PR,Gurabo Municipio,72063,511
PR,Hatillo Municipio,72065,464
PR,Hormigueros Municipio,72067,474
PR,Humacao Municipio,72069,583
PR,Isabela Municipio,72071,453
PR,Jayuya Municipio,72073,421
PR,Juana Díaz Municipio,72075,467
PR,Juncos Municipio,72077,583
PR,Lajas Municipio,72079,425
PR,Lares Municipio,72081,453
PR,Las Marías Municipio,72083,474
PR,Las Piedras Municipio,72085,583
PR,Loíza Municipio,72087,583
PR,Luquillo Municipio,72089,549
PR,Manatí Municipio,72091,583
PR,Maricao Municipio,72093,421
PR,Maunabo Municipio,72095,583
PR,Mayagüez Municipio,72097,474
PR,Moca Municipio,72099,453
PR,Morovis Municipio,72101,583
PR,Naguabo Municipio,72103,583
PR,Naranjito Municipio,72105,583
PR,Orocovis Municipio,72107,458
PR,Patillas Municipio,72109,406
PR,Peñuelas Municipio,72111,421
PR,Ponce Municipio,72113,467
PR,Quebradillas Municipio,72115,464
PR,Rincón Municipio,72117,453
PR,Río Grande Municipio,72119,583
PR,Sabana Grande Municipio,72121,425
PR,Salinas Municipio,72123,421
PR,San Germán Municipio,72125,425
PR,San Juan Municipio,72127,583
PR,San Lorenzo Municipio,72129,511
PR,San Sebastián Municipio,72131,453
PR,Santa Isabel Municipio,72133,421
PR,Toa Alta Municipio,72135,583
PR,Toa Baja Municipio,72137,583
PR,Trujillo Alto Municipio,72139,583
PR,Utuado Municipio,72141,453
PR,Vega Alta Municipio,72143,583
PR,Vega Baja Municipio,72145,583
PR,Vieques Municipio,72147,421
PR,Villalba Municipio,72149,467
PR,Yabucoa Municipio,72151,583
PR,Yauco Municipio,72153,421
VI,St. Croix,78010,1106
VI,St. John,78020,1707
VI,St. Thomas,78030,1249
